gCSD16_DEN_10	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gCSD16_NYC_10	NA	NODE_452_length_4971_cov_8.510781	1563	2939	+	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	459	459	100.00	100.00	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)	NA	NA
gCSD16_NYC_10	NA	NODE_49983_length_719_cov_3.183735	3	692	+	cfxA4	extended-spectrum class A beta-lactamase CfxA4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIAL_CONTIG_ENDX	230	321	71.65	100.00	230	WP_057280848.1	extended-spectrum class A beta-lactamase CfxA4	NA	NA
gCSD16_NYC_10	NA	NODE_588997_length_312_cov_2.451362	3	299	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	99	161	61.49	100.00	99	WP_011428879.1	lincosamide nucleotidyltransferase Lnu(A)'	NA	NA
gCSD16_NYC_10	NA	NODE_59178_length_679_cov_24.102564	304	624	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_10	NA	NODE_60254_length_675_cov_3.098387	2	232	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDX	77	134	57.46	100.00	77	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_10	NA	NODE_6621_length_1440_cov_8.846931	125	1021	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_10	NA	NODE_7680_length_1365_cov_2.899237	1	1062	-	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIAL_CONTIG_ENDX	354	585	60.51	100.00	354	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
gCSD16_NYC_10	NA	NODE_791_length_3851_cov_17.346154	1282	2823	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_10	NA	NODE_839857_length_279_cov_0.857143	87	278	-	bcrB	quaternary ammonium compound efflux SMR transporter BcrB	core	STRESS	BIOCIDE	BACITRACIN	BACITRACIN	PARTIAL_CONTIG_ENDX	64	105	60.95	98.44	64	WP_003725293.1	quaternary ammonium compound efflux SMR transporter BcrB	NA	NA
gCSD16_NYC_10	NA	NODE_84960_length_599_cov_3.023897	44	598	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	185	267	69.29	100.00	185	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD16_NYC_11	NA	NODE_10150_length_1687_cov_4.768995	1156	1686	+	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	177	298	59.40	100.00	177	WP_015589625.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	NA	NA
gCSD16_NYC_11	NA	NODE_102588_length_367_cov_1.608974	2	217	+	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	72	139	51.80	100.00	72	WP_004214174.1	fosfomycin resistance glutathione transferase FosA10	NA	NA
gCSD16_NYC_11	NA	NODE_1078_length_9650_cov_11.651068	5975	6796	-	blaOXA-65	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	NA	NA
gCSD16_NYC_11	NA	NODE_10845_length_1602_cov_4.413704	1	246	+	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	82	110	74.55	98.78	82	WP_003830719.1	quaternary ammonium compound efflux SMR transporter QacG2	NA	NA
gCSD16_NYC_11	NA	NODE_110016_length_356_cov_1.265781	2	280	+	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDX	93	134	69.40	100.00	93	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_11	NA	NODE_12417_length_1453_cov_2.565808	359	1201	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.29	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_11	NA	NODE_1253_length_8609_cov_33.909165	7722	8231	-	dfrA40	trimethoprim-resistant dihydrofolate reductase DfrA40	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	170	170	100.00	98.24	170	WP_034702334.1	trimethoprim-resistant dihydrofolate reductase DfrA40	NA	NA
gCSD16_NYC_11	NA	NODE_12_length_227653_cov_19.858448	128763	131891	+	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	1043	1050	99.33	90.12	1043	WP_040224644.1	multidrug efflux RND transporter permease subunit OqxB27	NA	NA
gCSD16_NYC_11	NA	NODE_13250_length_1380_cov_4.778868	885	1367	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	161	161	100.00	100.00	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD16_NYC_11	NA	NODE_132_length_43298_cov_33.830100	3902	4720	-	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	273	273	100.00	99.63	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
gCSD16_NYC_11	NA	NODE_1377_length_7989_cov_44.138140	3	575	+	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	191	276	69.20	97.91	191	WP_063862733.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-363	NA	NA
gCSD16_NYC_11	NA	NODE_14643_length_1281_cov_3.117455	3	674	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	PARTIAL_CONTIG_ENDX	224	391	57.29	92.41	224	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
gCSD16_NYC_11	NA	NODE_16559_length_1172_cov_32.238138	407	1171	+	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	255	276	92.39	97.25	255	WP_004814035.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276	NA	NA
gCSD16_NYC_11	NA	NODE_18210_length_1096_cov_3.855908	104	1096	-	vga(A)	ABC-F type ribosomal protection protein Vga(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	331	522	63.41	99.70	331	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NA	NA
gCSD16_NYC_11	NA	NODE_1937_length_6063_cov_55.335386	4226	4735	+	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	170	176	96.59	90.00	170	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_11	NA	NODE_19909_length_1028_cov_3.347379	54	374	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_11	NA	NODE_21922_length_957_cov_9.472284	435	944	+	dfrA41	trimethoprim-resistant dihydrofolate reductase DfrA41	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	170	170	100.00	100.00	170	WP_004729503.1	trimethoprim-resistant dihydrofolate reductase DfrA41	NA	NA
gCSD16_NYC_11	NA	NODE_22269_length_945_cov_141.580899	587	943	+	fosA8	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	119	141	84.40	97.48	119	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	NA	NA
gCSD16_NYC_11	NA	NODE_22515_length_938_cov_1.772367	1	906	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	INTERNAL_STOP	302	488	61.89	98.01	302	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_11	NA	NODE_2730_length_4719_cov_91.876072	3315	4499	+	tet(39)	tetracycline efflux MFS transporter Tet(39)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	395	395	100.00	99.75	395	WP_004856455.1	tetracycline efflux MFS transporter Tet(39)	NA	NA
gCSD16_NYC_11	NA	NODE_307_length_23732_cov_11.261689	20650	21468	-	blaOXA-506	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_032007272.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	NA	NA
gCSD16_NYC_11	NA	NODE_35894_length_667_cov_1.784314	112	666	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	185	244	75.82	99.46	185	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_11	NA	NODE_36711_length_657_cov_2.205980	1	525	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	175	299	58.53	100.00	175	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_11	NA	NODE_43753_length_585_cov_165.715094	2	574	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	PARTIAL_CONTIG_ENDX	191	262	72.90	97.91	191	WP_014208115.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
gCSD16_NYC_11	NA	NODE_4423_length_3225_cov_4.195899	3	299	-	qacH	quaternary ammonium compound efflux SMR transporter QacH	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	99	125	79.20	100.00	99	WP_000121134.1	quaternary ammonium compound efflux SMR transporter QacH	NA	NA
gCSD16_NYC_11	NA	NODE_459293_length_232_cov_1.774011	21	230	+	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	70	139	50.36	100.00	70	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
gCSD16_NYC_11	NA	NODE_4651_length_3107_cov_31.560616	1185	2657	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NA	NA
gCSD16_NYC_11	NA	NODE_4651_length_3107_cov_31.560616	245	1126	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_11	NA	NODE_47725_length_554_cov_2.615230	1	429	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	143	157	91.08	100.00	143	WP_000777555.1	trimethoprim-resistant dihydrofolate reductase DfrA1	NA	NA
gCSD16_NYC_11	NA	NODE_5174_length_2866_cov_3.868730	1835	2866	+	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	344	381	90.29	100.00	344	WP_023305291.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-90	NA	NA
gCSD16_NYC_11	NA	NODE_536_length_15939_cov_19.897633	3227	4375	-	blaADC-245	extended-spectrum class C beta-lactamase ADC-245	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_032005249.1	extended-spectrum class C beta-lactamase ADC-245	NA	NA
gCSD16_NYC_11	NA	NODE_5565_length_2705_cov_3.019623	1377	2705	-	vga(E)	ABC-F type ribosomal protection protein Vga(E)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	443	524	84.54	99.55	443	WP_031795517.1	ABC-F type ribosomal protection protein Vga(E)	NA	NA
gCSD16_NYC_11	NA	NODE_60351_length_482_cov_1.203747	3	236	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	78	142	54.93	98.72	78	WP_002437790.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
gCSD16_NYC_11	NA	NODE_6062_length_2521_cov_4.831306	1521	1865	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_11	NA	NODE_6062_length_2521_cov_4.831306	1862	2521	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	220	279	78.85	100.00	220	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD16_NYC_11	NA	NODE_6062_length_2521_cov_4.831306	566	1354	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206317.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
gCSD16_NYC_11	NA	NODE_63507_length_468_cov_1.840194	1	468	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	156	284	54.93	97.44	156	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD16_NYC_11	NA	NODE_664_length_13893_cov_37.391025	7707	8234	-	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	176	176	100.00	100.00	176	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_11	NA	NODE_6672_length_2337_cov_18.637599	73	885	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD16_NYC_11	NA	NODE_689_length_13624_cov_27.110841	2	574	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	PARTIAL_CONTIG_ENDX	191	262	72.90	99.48	191	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
gCSD16_NYC_11	NA	NODE_6938_length_2268_cov_4.186173	1783	2205	-	fosA	FosA/FosA2 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.00	96.45	141	WP_025205684.1	fosfomycin resistance glutathione transferase FosA2	NA	NA
gCSD16_NYC_11	NA	NODE_71181_length_439_cov_2.718750	1	222	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	74	126	58.73	100.00	74	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_11	NA	NODE_82242_length_408_cov_1.079320	2	406	-	catA	type A-7 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDX	135	215	62.79	93.33	135	WP_002489529.1	type A-7 chloramphenicol O-acetyltransferase	NA	NA
gCSD16_NYC_11	NA	NODE_8619_length_1910_cov_6.369811	1000	1800	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD16_NYC_11	NA	NODE_8619_length_1910_cov_6.369811	164	997	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD16_NYC_11	NA	NODE_90558_length_389_cov_1.500000	150	389	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	80	126	63.49	92.50	80	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_11	NA	NODE_9142_length_1824_cov_11.760882	1165	1584	+	fosA8	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	140	141	99.29	91.43	140	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	NA	NA
gCSD16_NYC_11	NA	NODE_9228_length_1811_cov_31.464123	3	1004	-	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIAL_CONTIG_ENDX	334	383	87.21	98.80	334	WP_002126587.1	extended-spectrum class C beta-lactamase ADC-120	NA	NA
gCSD16_NYC_11	NA	NODE_9257_length_1807_cov_4.147260	1	951	-	qacB	quaternary ammonium compound efflux MFS transporter QacB	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	317	514	61.67	99.68	317	WP_000622778.1	quaternary ammonium compound efflux MFS transporter QacB	NA	NA
gCSD16_NYC_11	NA	NODE_956_length_10655_cov_65.844340	9422	10249	-	blaOXA-278	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-278	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	276	276	100.00	100.00	276	WP_005220450.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-278	NA	NA
gCSD16_NYC_11	NA	NODE_991_length_10388_cov_34.690216	2761	4677	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
gCSD16_NYC_12	NA	NODE_10244_length_1005_cov_3.873684	615	1004	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	130	142	91.55	99.23	130	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
gCSD16_NYC_12	NA	NODE_138061_length_351_cov_2.746622	59	349	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	97	161	60.25	97.94	97	WP_011428879.1	lincosamide nucleotidyltransferase Lnu(A)'	NA	NA
gCSD16_NYC_12	NA	NODE_20271_length_708_cov_2.202144	7	708	-	cmx	chloramphenicol efflux MFS transporter Cmx	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDX	234	391	59.34	97.01	234	WP_005297378.1	chloramphenicol efflux MFS transporter Cmx	NA	NA
gCSD16_NYC_12	NA	NODE_22941_length_668_cov_1.965742	1	615	-	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	205	298	68.79	100.00	205	WP_015589625.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	NA	NA
gCSD16_NYC_12	NA	NODE_235545_length_298_cov_2.098765	2	178	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	59	115	51.30	100.00	59	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_12	NA	NODE_2453_length_2598_cov_5.151789	186	1400	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
gCSD16_NYC_12	NA	NODE_2758_length_2395_cov_7.744444	172	903	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_12	NA	NODE_302899_length_279_cov_8.303571	3	278	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	92	126	73.02	92.39	92	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_12	NA	NODE_3076_length_2209_cov_4.440111	1833	2207	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	125	126	99.21	99.20	125	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_12	NA	NODE_3076_length_2209_cov_4.440111	86	1840	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	98.63	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
gCSD16_NYC_12	NA	NODE_3241_length_2128_cov_7.216594	2	913	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	304	514	59.14	100.00	304	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_12	NA	NODE_3284_length_2105_cov_4.026341	320	2104	+	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	PARTIAL_CONTIG_ENDX	595	1024	58.11	100.00	595	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
gCSD16_NYC_12	NA	NODE_3338_length_2086_cov_8.699655	992	1720	-	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	243	243	100.00	100.00	243	WP_000810833.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NA	NA
gCSD16_NYC_12	NA	NODE_33613_length_566_cov_3.084149	3	464	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	154	278	55.40	100.00	154	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD16_NYC_12	NA	NODE_33704_length_566_cov_1.379648	2	181	+	tet(37)	tetracycline resistance NADPH-dependent oxidoreductase Tet(37)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	60	108	55.56	90.00	60	WP_063855713.1	tetracycline resistance NADPH-dependent oxidoreductase Tet(37)	NA	NA
gCSD16_NYC_12	NA	NODE_34828_length_558_cov_19.170974	100	420	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_12	NA	NODE_3627_length_1966_cov_7.110413	471	1934	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_12	NA	NODE_3724_length_1928_cov_4.323011	1031	1843	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD16_NYC_12	NA	NODE_40565_length_525_cov_5.982979	1	525	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	175	281	62.28	99.43	175	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_12	NA	NODE_4141_length_1793_cov_20.129459	697	1548	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	284	284	100.00	98.59	284	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
